,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,geometry,closest_hospital_distance,closest_grocery_distance,closest_park_distance,closest_bar_distance,closest_worship_distance,closest_mcdonalds_distance,closest_starbucks_distance,near_hospital,near_grocery,near_park,near_bar,near_worship,near_mcdonalds,near_starbucks,total_population,white_population,black_population,asian_population,total_housing_units,owner_occupied_units,rentor_occupied_units,population_over_age_25,has_bachelors_degree,has_masters_degree,has_professional_degree,state,county,tract,block group,has_doctorate,total_income_known,income_to_poverty_above_200,vehicles,total_population_percent,white_population_percent,black_population_percent,asian_population_percent,total_housing_units_percent,owner_occupied_units_percent,rentor_occupied_units_percent,population_over_age_25_percent,has_bachelors_degree_percent,has_masters_degree_percent,has_professional_degree_percent,has_doctorate_percent,total_income_known_percent,income_to_poverty_above_200_percent,vehicles_percent,less_than_a_bachelors_degree,less_than_a_bachelors_degree_percent,income_to_poverty_under_200,income_to_poverty_under_200_percent,routes
8037,2759,8778,W. Judge Perez Dr. at Aycock St.,,29.96139,-90.00067,,,,,,2,POINT (-90.00067 29.96139),2077.6346845693984,754.8688214159025,378.9666197309164,682.8142967837271,118.95264802537196,1116.2863148930112,1313.6957366107029,False,False,True,False,True,False,False,693.0,407.0,254.0,0.0,314.0,140.0,174.0,462.0,32.0,1.0,7.0,22.0,87.0,30300.0,1.0,0.0,693.0,309.0,400.0,1.0,0.5873015873015873,0.3665223665223665,0.0,1.0,0.445859872611465,0.554140127388535,1.0,0.06926406926406926,0.0021645021645021645,0.015151515151515152,0.0,1.0,0.4458874458874459,0.5772005772005772,422.0,0.9134199134199135,384.0,0.5541125541125541,
8039,2760,8779,W. Judge Perez Dr. at Center St.,,29.96045,-89.996859,,,,,,2,POINT (-89.996859 29.96045),2132.2561378533383,851.1487934923906,490.89801747713256,774.5262641775553,155.92351403355238,1231.1353238237716,1281.3889151378792,False,False,False,False,True,False,False,441.0,347.0,9.0,63.0,261.0,208.0,53.0,366.0,17.0,19.0,0.0,22.0,87.0,30400.0,2.0,0.0,441.0,258.0,339.0,1.0,0.7868480725623582,0.02040816326530612,0.14285714285714285,1.0,0.7969348659003831,0.20306513409961685,1.0,0.04644808743169399,0.05191256830601093,0.0,0.0,1.0,0.5850340136054422,0.7687074829931972,330.0,0.9016393442622951,183.0,0.41496598639455784,
8040,2761,8781,W. Judge Perez Dr. at Rowley Blvd.,,29.958737,-89.992536,,,,,,2,POINT (-89.992536 29.958737),2208.7749261449603,981.5391891971749,449.9899632330649,887.9267146718844,43.897803758682535,1188.1506400918572,1218.0909537626173,False,False,False,False,True,False,False,546.0,487.0,28.0,8.0,207.0,181.0,26.0,358.0,35.0,10.0,9.0,22.0,87.0,30500.0,3.0,0.0,536.0,399.0,,1.0,0.891941391941392,0.05128205128205128,0.014652014652014652,1.0,0.8743961352657005,0.12560386473429952,1.0,0.09776536312849161,0.027932960893854747,0.025139664804469275,0.0,1.0,0.7444029850746269,,304.0,0.8491620111731844,137.0,0.2555970149253731,
8041,2762,8782,W. Judge Perez Dr. at Norton Ave.,,29.958006,-89.990707,,,,,,2,POINT (-89.990707 29.958006),2245.8037561714123,953.8755314883878,421.4151460074302,875.0706950360259,128.45376169763946,1173.292156598406,1199.9664604202555,False,False,False,False,True,False,False,546.0,487.0,28.0,8.0,207.0,181.0,26.0,358.0,35.0,10.0,9.0,22.0,87.0,30500.0,3.0,0.0,536.0,399.0,,1.0,0.891941391941392,0.05128205128205128,0.014652014652014652,1.0,0.8743961352657005,0.12560386473429952,1.0,0.09776536312849161,0.027932960893854747,0.025139664804469275,0.0,1.0,0.7444029850746269,,304.0,0.8491620111731844,137.0,0.2555970149253731,
8042,2763,8784,W. Judge Perez Dr. at Walmart,,29.956282,-89.986695,,,,,,2,POINT (-89.986695 29.956282),2339.0652316783144,756.9878336691432,415.42438302162526,873.1351385796675,209.32115991768836,1158.3741407694342,1176.6490852971892,False,False,False,False,True,False,False,1115.0,990.0,87.0,11.0,329.0,235.0,94.0,797.0,64.0,85.0,0.0,22.0,87.0,30602.0,2.0,0.0,1097.0,737.0,615.0,1.0,0.8878923766816144,0.07802690582959641,0.009865470852017937,1.0,0.7142857142857143,0.2857142857142857,1.0,0.08030112923462986,0.10664993726474278,0.0,0.0,1.0,0.6718322698268003,0.5515695067264574,658.0,0.8255959849435383,360.0,0.3281677301731996,
8043,2764,8785,W. Judge Perez Dr. at Dr. Meraux Blvd.,,29.955202,-89.984014,,,,,,2,POINT (-89.984014 29.955202),2355.148014239952,633.3158800335399,460.3010076795879,897.0566058447994,260.91820703272936,1168.6210508518889,1181.285432597091,False,False,False,False,True,False,False,1115.0,990.0,87.0,11.0,329.0,235.0,94.0,797.0,64.0,85.0,0.0,22.0,87.0,30602.0,2.0,0.0,1097.0,737.0,615.0,1.0,0.8878923766816144,0.07802690582959641,0.009865470852017937,1.0,0.7142857142857143,0.2857142857142857,1.0,0.08030112923462986,0.10664993726474278,0.0,0.0,1.0,0.6718322698268003,0.5515695067264574,658.0,0.8255959849435383,360.0,0.3281677301731996,
8044,2765,8786,W. Judge Perez Dr. at Jean Lafitte Pkwy.,,29.953864,-89.980699,,,,,,2,POINT (-89.980699 29.953864),2256.7081280104003,481.3693355687271,551.4337689832312,949.0038678331291,326.64576929878695,1199.4194886627527,1205.1430654583219,False,False,False,False,True,False,False,1115.0,990.0,87.0,11.0,329.0,235.0,94.0,797.0,64.0,85.0,0.0,22.0,87.0,30602.0,2.0,0.0,1097.0,737.0,615.0,1.0,0.8878923766816144,0.07802690582959641,0.009865470852017937,1.0,0.7142857142857143,0.2857142857142857,1.0,0.08030112923462986,0.10664993726474278,0.0,0.0,1.0,0.6718322698268003,0.5515695067264574,658.0,0.8255959849435383,360.0,0.3281677301731996,
8045,2766,8787,W. Judge Perez Dr. at Chalmette Retail Ctr.,,29.952462,-89.977177,,,,,,2,POINT (-89.977177 29.952462),2161.146822334685,325.17303600952465,673.1703436924415,1026.7155344645648,389.6689303122701,1252.364570652255,1251.1677968765314,False,True,False,False,True,False,False,1317.0,677.0,548.0,0.0,536.0,300.0,236.0,839.0,57.0,0.0,7.0,22.0,87.0,30602.0,1.0,0.0,1317.0,746.0,775.0,1.0,0.5140470766894457,0.4160971905846621,0.0,1.0,0.5597014925373134,0.44029850746268656,1.0,0.06793802145411204,0.0,0.00834326579261025,0.0,1.0,0.5664388762338648,0.5884586180713743,787.0,0.9380214541120382,571.0,0.43356112376613515,
8046,2767,8788,W. Judge Perez Dr. at De La Ronde Dr.,,29.951266,-89.974236,,,,,,2,POINT (-89.974236 29.951266),2085.658682337052,201.2412377835896,788.2182993371041,1106.9372328277948,372.2706294914231,1311.0678993508895,1304.454493091829,False,True,False,False,True,False,False,1317.0,677.0,548.0,0.0,536.0,300.0,236.0,839.0,57.0,0.0,7.0,22.0,87.0,30602.0,1.0,0.0,1317.0,746.0,775.0,1.0,0.5140470766894457,0.4160971905846621,0.0,1.0,0.5597014925373134,0.44029850746268656,1.0,0.06793802145411204,0.0,0.00834326579261025,0.0,1.0,0.5664388762338648,0.5884586180713743,787.0,0.9380214541120382,571.0,0.43356112376613515,
8047,2768,8789,W. Judge Perez Dr. at Pakenham Dr.,,29.945778,-89.971658,,,,,,2,POINT (-89.971658 29.945778),1711.1497874337244,498.9201757797252,1057.8316715847989,1277.6033016695199,161.3592421105894,1578.0437607494262,1289.9442434850305,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8048,2769,8790,W. Judge Perez Dr. at Victor St.,,29.944231,-89.96856,,,,,,2,POINT (-89.96856 29.944231),1659.958786115605,660.530347353905,1028.726060480589,1342.742212349804,117.60466056153373,1711.436847335942,1307.3992303172242,False,False,False,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8049,2770,8792,Paris Rd. at E. Solidell St.,,29.949246,-89.960373,,,,,,2,POINT (-89.960373 29.949246),2064.6084669193224,103.18090601407357,1078.8963436154374,1371.3507513531931,111.25497996554368,1549.6137787253465,1484.9193511253939,False,True,False,False,True,False,False,1060.0,715.0,264.0,13.0,491.0,147.0,344.0,706.0,45.0,19.0,0.0,22.0,87.0,30800.0,1.0,0.0,1060.0,509.0,613.0,1.0,0.6745283018867925,0.2490566037735849,0.012264150943396227,1.0,0.29938900203665986,0.7006109979633401,1.0,0.06373937677053824,0.026912181303116147,0.0,0.0,1.0,0.480188679245283,0.5783018867924529,642.0,0.9093484419263456,551.0,0.519811320754717,
8051,2771,8793,Paris Rd. at W. Prosper St.,,29.948171,-89.960969,,,,,,2,POINT (-89.960969 29.948171),1983.5176635906146,219.08130068241195,1160.2372859943214,1421.6797953265914,17.637069035364092,1582.9895771802283,1485.4730290013151,False,True,False,False,True,False,False,1421.0,1253.0,22.0,0.0,484.0,344.0,140.0,888.0,77.0,71.0,7.0,22.0,87.0,30800.0,3.0,0.0,1421.0,1039.0,1036.0,1.0,0.8817733990147784,0.015482054890921885,0.0,1.0,0.7107438016528925,0.2892561983471074,1.0,0.08671171171171171,0.07995495495495496,0.007882882882882882,0.0,1.0,0.7311752287121746,0.729064039408867,733.0,0.8254504504504504,382.0,0.26882477128782545,
8053,2772,8794,Paris Rd. at W. Judge Perez Dr.,,29.94279,-89.963555,,,,,,2,POINT (-89.963555 29.94279),1654.859256885426,815.8682852249136,907.3264185491836,1389.6080459910074,133.11133400882196,1789.8470411607486,1373.2424266653697,False,False,False,False,True,False,False,1421.0,1253.0,22.0,0.0,484.0,344.0,140.0,888.0,77.0,71.0,7.0,22.0,87.0,30800.0,3.0,0.0,1421.0,1039.0,1036.0,1.0,0.8817733990147784,0.015482054890921885,0.0,1.0,0.7107438016528925,0.2892561983471074,1.0,0.08671171171171171,0.07995495495495496,0.007882882882882882,0.0,1.0,0.7311752287121746,0.729064039408867,733.0,0.8254504504504504,382.0,0.26882477128782545,
8055,2773,8796,W. Judge Perez Dr. at Victor St.,,29.944475,-89.968302,,,,,,2,POINT (-89.968302 29.944475),1675.7809811612692,633.1955181395269,1040.8737405312488,1345.1347467736368,98.84761200500643,1697.9983617804185,1313.1376876202767,False,False,False,False,True,False,False,994.0,554.0,275.0,88.0,350.0,143.0,207.0,548.0,28.0,43.0,0.0,22.0,87.0,30800.0,4.0,0.0,994.0,443.0,498.0,1.0,0.5573440643863179,0.2766599597585513,0.08853118712273642,1.0,0.4085714285714286,0.5914285714285714,1.0,0.051094890510948905,0.07846715328467153,0.0,0.0,1.0,0.44567404426559354,0.5010060362173038,477.0,0.8704379562043796,551.0,0.5543259557344065,
8057,2774,8797,W. Judge Perez Dr. at Pakenham Dr.,,29.946014,-89.971306,,,,,,2,POINT (-89.971306 29.946014),1729.6723459054647,472.3312231016085,1074.5403378721253,1279.890195564385,174.54384637906875,1567.894629068121,1300.2779793035477,False,False,False,False,True,False,False,994.0,554.0,275.0,88.0,350.0,143.0,207.0,548.0,28.0,43.0,0.0,22.0,87.0,30800.0,4.0,0.0,994.0,443.0,498.0,1.0,0.5573440643863179,0.2766599597585513,0.08853118712273642,1.0,0.4085714285714286,0.5914285714285714,1.0,0.051094890510948905,0.07846715328467153,0.0,0.0,1.0,0.44567404426559354,0.5010060362173038,477.0,0.8704379562043796,551.0,0.5543259557344065,
8059,2775,8798,W. Judge Perez Dr. at Home Depot,,29.952484,-89.976254,,,,,,2,POINT (-89.976254 29.952484),2170.9012768423845,319.7571229470243,681.8878794408974,1038.1244823386755,380.047232231727,1264.5829291367143,1263.5317866306646,False,True,False,False,True,False,False,587.0,266.0,214.0,71.0,215.0,71.0,144.0,386.0,1.0,10.0,0.0,22.0,87.0,30601.0,2.0,0.0,587.0,296.0,346.0,1.0,0.45315161839863716,0.3645655877342419,0.12095400340715502,1.0,0.3302325581395349,0.6697674418604651,1.0,0.0025906735751295338,0.025906735751295335,0.0,0.0,1.0,0.504258943781942,0.5894378194207837,375.0,0.9715025906735751,291.0,0.4957410562180579,
8060,2776,8799,W. Judge Perez Dr. at Civic Center,,29.954395,-89.980899,,,,,,2,POINT (-89.980899 29.954395),2303.5409058677856,534.284768823821,525.7285159955643,940.705237672854,306.92987606105135,1199.9250643207336,1208.3120542564382,False,False,False,False,True,False,False,749.0,285.0,401.0,49.0,183.0,145.0,38.0,313.0,108.0,5.0,0.0,22.0,87.0,30601.0,1.0,0.0,749.0,505.0,381.0,1.0,0.38050734312416556,0.5353805073431241,0.06542056074766354,1.0,0.7923497267759563,0.20765027322404372,1.0,0.3450479233226837,0.01597444089456869,0.0,0.0,1.0,0.6742323097463284,0.5086782376502003,209.0,0.6677316293929713,244.0,0.3257676902536716,
8061,2777,8802,W. Judge Perez Dr. at Rowley Blvd.,,29.9589,-89.99234,,,,,,2,POINT (-89.99234 29.9589),2208.991961771235,985.6920805445862,464.19168571477564,898.9944985529235,30.58812644578889,1199.3584336985577,1229.8372277062115,False,False,False,False,True,False,False,435.0,246.0,137.0,35.0,148.0,114.0,34.0,253.0,46.0,31.0,6.0,22.0,87.0,30500.0,2.0,0.0,435.0,295.0,310.0,1.0,0.5655172413793104,0.31494252873563217,0.08045977011494253,1.0,0.7702702702702703,0.22972972972972974,1.0,0.18181818181818182,0.1225296442687747,0.023715415019762844,0.0,1.0,0.6781609195402298,0.7126436781609196,170.0,0.6719367588932806,140.0,0.3218390804597701,
8062,2778,8803,W. Judge Perez Dr. at Center St.,,29.960622,-89.996622,,,,,,2,POINT (-89.996622 29.960622),2134.534562359557,844.0299798912692,478.65795632861045,768.4932901707385,173.3869136108152,1217.5240558617456,1296.1757545896571,False,False,False,False,True,False,False,441.0,347.0,9.0,63.0,261.0,208.0,53.0,366.0,17.0,19.0,0.0,22.0,87.0,30400.0,2.0,0.0,441.0,258.0,339.0,1.0,0.7868480725623582,0.02040816326530612,0.14285714285714285,1.0,0.7969348659003831,0.20306513409961685,1.0,0.04644808743169399,0.05191256830601093,0.0,0.0,1.0,0.5850340136054422,0.7687074829931972,330.0,0.9016393442622951,183.0,0.41496598639455784,
8063,2779,8813,W. Judge Perez Dr. at Jean Lafitte Pkwy.,,29.954082,-89.980213,,,,,,2,POINT (-89.980213 29.954082),2280.2883994413687,499.21470403126307,547.3036417307545,952.8173815777096,310.3073533360585,1206.9624068700343,1213.757342277613,False,False,False,False,True,False,False,587.0,266.0,214.0,71.0,215.0,71.0,144.0,386.0,1.0,10.0,0.0,22.0,87.0,30601.0,2.0,0.0,587.0,296.0,346.0,1.0,0.45315161839863716,0.3645655877342419,0.12095400340715502,1.0,0.3302325581395349,0.6697674418604651,1.0,0.0025906735751295338,0.025906735751295335,0.0,0.0,1.0,0.504258943781942,0.5894378194207837,375.0,0.9715025906735751,291.0,0.4957410562180579,
8064,2780,8843,N. Claiborne Ave. at Delery St.,,29.963639,-90.005951,,,,,,2,POINT (-90.005951 29.963639),2020.5062686594656,608.1435415996091,196.01892796139722,558.5633928178702,42.77943967901216,877.5588899163863,1457.1340806776939,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8065,2781,8884,Folgers Coffee Plant Gate AA,,30.030212,-89.913426,,,,,,2,POINT (-89.913426 30.030212),849.5127130026183,299.87724298933057,649.8041691147245,2146.293326986258,925.9532757860867,4470.994655271257,4107.902090457392,False,True,False,False,False,False,False,667.0,60.0,544.0,16.0,282.0,10.0,272.0,448.0,15.0,16.0,0.0,22.0,71.0,1751.0,1.0,0.0,563.0,14.0,,1.0,0.08995502248875563,0.815592203898051,0.0239880059970015,1.0,0.03546099290780142,0.9645390070921985,1.0,0.033482142857142856,0.03571428571428571,0.0,0.0,1.0,0.02486678507992895,,432.0,0.9642857142857143,549.0,0.9751332149200711,
8074,2782,8894,W. Judge Perez Dr. at Packenham Ave.,,29.953502,-89.978759,,,,,,2,POINT (-89.978759 29.953502),2239.565477061705,433.3777139587907,593.1875151335648,980.8152034464471,325.0972304033348,1225.1771527128758,1229.0542717424635,False,False,False,False,True,False,False,587.0,266.0,214.0,71.0,215.0,71.0,144.0,386.0,1.0,10.0,0.0,22.0,87.0,30601.0,2.0,0.0,587.0,296.0,346.0,1.0,0.45315161839863716,0.3645655877342419,0.12095400340715502,1.0,0.3302325581395349,0.6697674418604651,1.0,0.0025906735751295338,0.025906735751295335,0.0,0.0,1.0,0.504258943781942,0.5894378194207837,375.0,0.9715025906735751,291.0,0.4957410562180579,
8075,2784,8895,W. Judge Perez Dr. at Fenelon St.,,29.943378,-89.965279,,,,,,2,POINT (-89.965279 29.943378),1658.6746809269357,751.2859115169483,971.0927964053114,1372.294853666549,177.60021806663562,1772.7349245520927,1348.3622159956826,False,False,False,False,True,False,False,1421.0,1253.0,22.0,0.0,484.0,344.0,140.0,888.0,77.0,71.0,7.0,22.0,87.0,30800.0,3.0,0.0,1421.0,1039.0,1036.0,1.0,0.8817733990147784,0.015482054890921885,0.0,1.0,0.7107438016528925,0.2892561983471074,1.0,0.08671171171171171,0.07995495495495496,0.007882882882882882,0.0,1.0,0.7311752287121746,0.729064039408867,733.0,0.8254504504504504,382.0,0.26882477128782545,
8077,2785,8896,W. Judge Perez Dr. at Palm/Old Hickory Ave.,,29.949896,-89.971855,,,,,,2,POINT (-89.971855 29.949896),1997.924643100819,127.3843031918081,918.9794857731439,1200.0381285879027,224.95122785012055,1379.528250055857,1328.8440946486444,False,True,False,False,True,False,False,1164.0,207.0,875.0,0.0,360.0,22.0,338.0,571.0,0.0,0.0,0.0,22.0,87.0,30603.0,1.0,0.0,1133.0,178.0,,1.0,0.17783505154639176,0.7517182130584192,0.0,1.0,0.06111111111111111,0.9388888888888889,1.0,0.0,0.0,0.0,0.0,1.0,0.15710503089143865,,579.0,1.0140105078809107,955.0,0.8428949691085613,
8078,2786,8897,W. Judge Perez Dr. at De La Ronde Dr.,,29.951547,-89.973916,,,,,,2,POINT (-89.973916 29.951547),2111.8576473438106,219.0869023507773,770.86781623997,1099.8890679172193,398.70474169290577,1309.6777071211334,1304.3759404156583,False,True,False,False,True,False,False,1164.0,207.0,875.0,0.0,360.0,22.0,338.0,571.0,0.0,0.0,0.0,22.0,87.0,30603.0,1.0,0.0,1133.0,178.0,,1.0,0.17783505154639176,0.7517182130584192,0.0,1.0,0.06111111111111111,0.9388888888888889,1.0,0.0,0.0,0.0,0.0,1.0,0.15710503089143865,,579.0,1.0140105078809107,955.0,0.8428949691085613,
8079,2787,8898,Paris Rd. at E. Genie St.,,29.952523,-89.958793,,,,,,2,POINT (-89.958793 29.952523),2330.2060656317212,270.76723277139985,883.5063228240627,1266.9869336570732,297.83768550308963,1499.9499748470944,1499.6728977641737,False,True,False,False,True,False,False,755.0,248.0,447.0,2.0,338.0,86.0,252.0,516.0,36.0,40.0,0.0,22.0,87.0,30800.0,2.0,0.0,745.0,185.0,396.0,1.0,0.32847682119205296,0.5920529801324503,0.0026490066225165563,1.0,0.25443786982248523,0.7455621301775148,1.0,0.06976744186046512,0.07751937984496124,0.0,0.0,1.0,0.2483221476510067,0.5245033112582781,440.0,0.8527131782945736,560.0,0.7516778523489933,
8081,2788,8899,Bullard at Wales,,30.055757,-89.96928,,,,,,2,POINT (-89.96928 30.055757),1758.6310839537898,2681.9475556236885,2779.941860820004,3396.914233371032,798.9622636689235,6250.567387659828,5486.181469265355,False,False,False,False,False,False,False,2970.0,394.0,2337.0,239.0,1059.0,411.0,648.0,1894.0,341.0,119.0,0.0,22.0,71.0,1745.0,1.0,13.0,2970.0,1427.0,1534.0,1.0,0.13265993265993267,0.7868686868686868,0.08047138047138047,1.0,0.3881019830028329,0.6118980169971672,1.0,0.18004223864836325,0.06282998944033791,0.0,0.006863780359028511,1.0,0.4804713804713805,0.5164983164983165,1421.0,0.7502639915522703,1543.0,0.5195286195286195,
8087,2789,8900,Lamarque St. at Thayer St.,,29.94181,-90.043497,,,,,,2,POINT (-90.043497 29.94181),676.9851496508677,715.239753789146,67.35642075739574,303.8585489613244,14.259347450253658,702.1841048146938,336.81414644651693,False,False,True,True,True,False,True,1047.0,42.0,1003.0,0.0,360.0,151.0,209.0,568.0,44.0,37.0,0.0,22.0,71.0,400.0,2.0,0.0,1047.0,503.0,423.0,1.0,0.04011461318051576,0.9579751671442216,0.0,1.0,0.41944444444444445,0.5805555555555556,1.0,0.07746478873239436,0.06514084507042253,0.0,0.0,1.0,0.4804202483285578,0.4040114613180516,487.0,0.8573943661971831,544.0,0.5195797516714422,
8095,2790,8901,Lamarque St. at LB Landry Ave.,,29.94164,-90.041236,,,,,,2,POINT (-90.041236 29.94164),684.5230698944968,748.0161654581545,37.04167135452813,335.88616955224904,31.399142103793576,732.3754596073428,372.79995528822604,False,False,True,True,True,False,True,1047.0,42.0,1003.0,0.0,360.0,151.0,209.0,568.0,44.0,37.0,0.0,22.0,71.0,400.0,2.0,0.0,1047.0,503.0,423.0,1.0,0.04011461318051576,0.9579751671442216,0.0,1.0,0.41944444444444445,0.5805555555555556,1.0,0.07746478873239436,0.06514084507042253,0.0,0.0,1.0,0.4804202483285578,0.4040114613180516,487.0,0.8573943661971831,544.0,0.5195797516714422,
8103,726,204,S. Carrollton at S. Claiborne,,29.955611,-90.120719,,,,,,2,POINT (-90.120719 29.955611),791.9710332148132,149.6841610698952,606.2898630527474,392.461358550673,103.05341414446174,734.9973313349684,751.2395021505392,False,True,False,True,True,False,False,371.0,128.0,157.0,86.0,144.0,100.0,44.0,311.0,33.0,55.0,0.0,22.0,71.0,13200.0,3.0,0.0,371.0,268.0,,1.0,0.3450134770889488,0.42318059299191374,0.23180592991913745,1.0,0.6944444444444444,0.3055555555555556,1.0,0.10610932475884244,0.17684887459807075,0.0,0.0,1.0,0.7223719676549866,,223.0,0.7170418006430869,103.0,0.2776280323450135,
8110,727,2040,N. Galvez at Congress,,29.976643,-90.035854,,,,,,2,POINT (-90.035854 29.976643),2324.994077256861,156.94772477109734,192.30085935388135,452.0668158534671,12.02681638284621,818.8637075837968,2474.2600564622676,False,True,True,False,True,False,False,761.0,74.0,653.0,0.0,283.0,172.0,111.0,494.0,39.0,17.0,16.0,22.0,71.0,1402.0,3.0,0.0,761.0,244.0,318.0,1.0,0.09724047306176084,0.8580814717477004,0.0,1.0,0.607773851590106,0.392226148409894,1.0,0.07894736842105263,0.03441295546558704,0.032388663967611336,0.0,1.0,0.32063074901445465,0.4178712220762155,422.0,0.854251012145749,517.0,0.6793692509855453,
8114,728,2041,N. Galvez at Alvar,,29.976089,-90.033405,,,,,,2,POINT (-90.033405 29.976089),2304.1611603616548,190.23097249875624,141.11240918607018,434.1447067406897,60.27452601778888,767.9135807721345,2468.00997333743,False,True,True,False,True,False,False,539.0,25.0,511.0,0.0,238.0,105.0,133.0,363.0,36.0,5.0,0.0,22.0,71.0,1402.0,2.0,0.0,525.0,140.0,247.0,1.0,0.04638218923933209,0.948051948051948,0.0,1.0,0.4411764705882353,0.5588235294117647,1.0,0.09917355371900827,0.013774104683195593,0.0,0.0,1.0,0.26666666666666666,0.4582560296846011,322.0,0.8870523415977961,385.0,0.7333333333333333,
8118,729,2042,N. Galvez at Mazant,,29.975652,-90.031476,,,,,,2,POINT (-90.031476 29.975652),2289.074291910189,228.44338841451003,115.51531111476882,427.58087754606504,115.24253285198782,729.9315410223304,2464.4366246284876,False,True,True,False,True,False,False,837.0,127.0,625.0,0.0,371.0,143.0,228.0,678.0,203.0,68.0,2.0,22.0,71.0,1402.0,1.0,0.0,837.0,185.0,390.0,1.0,0.15173237753882915,0.7467144563918757,0.0,1.0,0.38544474393531,0.6145552560646901,1.0,0.2994100294985251,0.10029498525073746,0.0029498525073746312,0.0,1.0,0.22102747909199522,0.4659498207885305,405.0,0.5973451327433629,652.0,0.7789725209080047,
8122,730,205,S. Carrollton at Sycamore,,29.954448,-90.122111,,,,,,2,POINT (-90.122111 29.954448),891.8928533567416,49.131079991152674,475.707124178796,324.45511274689056,38.791795775652375,724.0119930046762,730.819394977143,False,True,False,True,True,False,False,371.0,128.0,157.0,86.0,144.0,100.0,44.0,311.0,33.0,55.0,0.0,22.0,71.0,13200.0,3.0,0.0,371.0,268.0,,1.0,0.3450134770889488,0.42318059299191374,0.23180592991913745,1.0,0.6944444444444444,0.3055555555555556,1.0,0.10610932475884244,0.17684887459807075,0.0,0.0,1.0,0.7223719676549866,,223.0,0.7170418006430869,103.0,0.2776280323450135,
8129,731,206,S. Carrollton at Spruce,,29.95303,-90.123623,,,,,,2,POINT (-90.123623 29.95303),1024.1217911948854,155.9528656185405,316.8266558803262,300.7601448357238,73.39261290401593,739.6552251220943,734.6089551797451,False,True,True,True,True,False,False,744.0,369.0,340.0,0.0,243.0,141.0,102.0,516.0,163.0,0.0,0.0,22.0,71.0,13200.0,4.0,19.0,744.0,412.0,325.0,1.0,0.4959677419354839,0.45698924731182794,0.0,1.0,0.5802469135802469,0.41975308641975306,1.0,0.31589147286821706,0.0,0.0,0.03682170542635659,1.0,0.553763440860215,0.4368279569892473,334.0,0.6472868217054264,332.0,0.44623655913978494,
8136,732,2064,St Claude at Andry,,29.962028,-90.018397,,,,,,2,POINT (-90.018397 29.962028),1838.4982708660507,510.76680509743846,200.19687438471556,434.74742432031854,19.135581575270244,928.8443966504291,1213.5101338276331,False,False,True,False,True,False,False,373.0,10.0,363.0,0.0,204.0,102.0,102.0,302.0,56.0,19.0,0.0,22.0,71.0,904.0,2.0,0.0,373.0,170.0,184.0,1.0,0.02680965147453083,0.9731903485254692,0.0,1.0,0.5,0.5,1.0,0.18543046357615894,0.06291390728476821,0.0,0.0,1.0,0.45576407506702415,0.4932975871313673,229.0,0.7582781456953642,203.0,0.5442359249329759,
8141,733,207,S. Carrollton at Hickory,,29.951624,-90.125124,,,,,,2,POINT (-90.125124 29.951624),1161.8358486815519,309.6619588904103,159.2894015363264,354.4443343508419,155.26951301478144,787.1956748143111,771.3889861005075,False,True,True,True,True,False,False,758.0,447.0,161.0,18.0,343.0,152.0,191.0,639.0,291.0,95.0,31.0,22.0,71.0,13000.0,1.0,0.0,758.0,483.0,458.0,1.0,0.5897097625329816,0.21240105540897097,0.023746701846965697,1.0,0.44314868804664725,0.5568513119533528,1.0,0.45539906103286387,0.1486697965571205,0.048513302034428794,0.0,1.0,0.637203166226913,0.604221635883905,222.0,0.3474178403755869,275.0,0.3627968337730871,
8144,734,208,S. Carrollton at Jeannette,,29.949505,-90.127397,,,,,,2,POINT (-90.127397 29.949505),1377.400297090904,286.520595874196,78.17498813336236,147.1042514487433,90.5420443603878,907.2394717251326,778.9095532014697,False,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8145,735,209,S. Carrollton at Willow,,29.94875,-90.128221,,,,,,2,POINT (-90.128221 29.94875),1448.4037119693107,201.93133286578595,162.7966201449003,65.52473031841387,54.458655697908846,913.2747988596333,780.0277577240794,False,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8146,736,2099,St Claude at Parish Line,,29.957696,-90.004684,,,,,,2,POINT (-90.004684 29.957696),2066.2097816389582,815.3836789489235,251.3092225689285,688.5419895826137,62.73111298045379,988.3290731581279,1017.4727615474784,False,False,True,False,True,False,False,693.0,407.0,254.0,0.0,314.0,140.0,174.0,462.0,32.0,1.0,7.0,22.0,87.0,30300.0,1.0,0.0,693.0,309.0,400.0,1.0,0.5873015873015873,0.3665223665223665,0.0,1.0,0.445859872611465,0.554140127388535,1.0,0.06926406926406926,0.0021645021645021645,0.015151515151515152,0.0,1.0,0.4458874458874459,0.5772005772005772,422.0,0.9134199134199135,384.0,0.5541125541125541,
