,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding,geometry,closest_hospital_distance,closest_grocery_distance,closest_park_distance,closest_bar_distance,closest_worship_distance,closest_mcdonalds_distance,closest_starbucks_distance,near_hospital,near_grocery,near_park,near_bar,near_worship,near_mcdonalds,near_starbucks,total_population,white_population,black_population,asian_population,total_housing_units,owner_occupied_units,rentor_occupied_units,population_over_age_25,has_bachelors_degree,has_masters_degree,has_professional_degree,state,county,tract,block group,has_doctorate,total_income_known,income_to_poverty_above_200,vehicles,total_population_percent,white_population_percent,black_population_percent,asian_population_percent,total_housing_units_percent,owner_occupied_units_percent,rentor_occupied_units_percent,population_over_age_25_percent,has_bachelors_degree_percent,has_masters_degree_percent,has_professional_degree_percent,has_doctorate_percent,total_income_known_percent,income_to_poverty_above_200_percent,vehicles_percent,less_than_a_bachelors_degree,less_than_a_bachelors_degree_percent,income_to_poverty_under_200,income_to_poverty_under_200_percent,routes
10,00011,,HARVARD AV & E 150TH ST,,41.449602,-81.576356,,,0,,0,POINT (-81.576356 41.449602),3894.8276880107496,1266.4370418159951,7117.81722517819,1410.2107401329863,687.3115916330814,4892.914643690162,5589.605544845006,False,False,False,False,False,False,False,946,28,918,0,386,220,166,692,4,0,0,39,35,121500,1,0,946,437,349.0,1.0,0.02959830866807611,0.9704016913319239,0.0,1.0,0.5699481865284974,0.43005181347150256,1.0,0.005780346820809248,0.0,0.0,0.0,1.0,0.4619450317124736,0.3689217758985201,688,0.9942196531791907,509,0.5380549682875264,
11,00012,,BROADWAY & MARBLE AV,,41.455682,-81.635665,,,0,,0,POINT (-81.635665 41.455682),5691.291544105036,1154.116998217153,8613.35406485698,314.61252507352344,314.57785091266777,2223.2845301277675,5051.535667043027,False,False,False,True,True,False,False,926,178,656,0,365,163,202,485,43,17,0,39,35,198000,4,0,872,218,431.0,1.0,0.19222462203023757,0.7084233261339092,0.0,1.0,0.4465753424657534,0.5534246575342465,1.0,0.088659793814433,0.03505154639175258,0.0,0.0,1.0,0.25,0.4654427645788337,425,0.8762886597938144,654,0.75,
12,00013,,MILES AV & E 135TH ST,,41.44548,-81.588918,,,0,,0,POINT (-81.588918 41.44548),5107.601622407068,214.83943309625835,6527.944302035868,192.5483242622226,60.271880128881655,4285.028510568981,4687.6717809653055,False,True,False,True,True,False,False,761,26,695,0,296,75,221,454,47,16,0,39,35,121401,1,0,761,248,311.0,1.0,0.03416557161629435,0.9132720105124835,0.0,1.0,0.2533783783783784,0.7466216216216216,1.0,0.10352422907488987,0.03524229074889868,0.0,0.0,1.0,0.32588699080157685,0.40867279894875164,391,0.8612334801762115,513,0.6741130091984231,
13,00014,,PROSPECT AV & ONTARIO ST,,41.49803,-81.692012,,,0,,0,POINT (-81.692012 41.49803),1928.857191958713,578.326857731459,12850.358354740216,82.90848783861061,1034.3579766873222,4125.5298545411015,172.52825178860405,False,False,False,True,False,False,True,1584,1249,84,164,1238,16,1222,1324,546,233,285,39,35,107701,1,42,1584,1388,,1.0,0.788510101010101,0.05303030303030303,0.10353535353535354,1.0,0.012924071082390954,0.9870759289176091,1.0,0.4123867069486405,0.17598187311178248,0.21525679758308158,0.03172205438066465,1.0,0.8762626262626263,,218,0.1646525679758308,196,0.12373737373737374,
14,00015,,HARVARD AV & LEE RD,,41.449751,-81.564637,,,0,,0,POINT (-81.564637 41.449751),3005.2890534933235,254.04949769317517,7393.557844922612,2427.987526996483,123.76308183007609,5809.684071052149,4590.305637736369,False,True,False,False,True,False,False,860,225,618,7,420,380,40,619,49,2,0,39,35,122100,2,0,860,616,,1.0,0.2616279069767442,0.7186046511627907,0.00813953488372093,1.0,0.9047619047619048,0.09523809523809523,1.0,0.0791599353796446,0.0032310177705977385,0.0,0.0,1.0,0.7162790697674418,,568,0.9176090468497576,244,0.2837209302325581,
15,00016,,MILES AV & DANDRIDGE DR,,41.434787,-81.545748,,,0,,0,POINT (-81.545748 41.434787),2731.956027998068,1738.2621841152395,5610.160000212442,3562.24159892636,1030.9962139019353,6051.273779244365,4219.800225118017,False,False,False,False,False,False,False,1912,269,1641,2,871,388,483,1450,97,28,6,39,35,197000,1,0,1774,1034,1142.0,1.0,0.14069037656903766,0.8582635983263598,0.0010460251046025104,1.0,0.4454649827784156,0.5545350172215844,1.0,0.06689655172413793,0.019310344827586208,0.004137931034482759,0.0,1.0,0.5828635851183765,0.5972803347280334,1319,0.9096551724137931,740,0.41713641488162345,
16,00017,,MILES AV & DANDRIDGE DR,,41.434945,-81.54575,,,0,,0,POINT (-81.54575 41.434945),2720.9882458201523,1747.5416569521276,5627.441406758108,3545.1613538427223,1024.384944665163,6062.443971048396,4206.003088857315,False,False,False,False,False,False,False,1912,269,1641,2,871,388,483,1450,97,28,6,39,35,197000,1,0,1774,1034,1142.0,1.0,0.14069037656903766,0.8582635983263598,0.0010460251046025104,1.0,0.4454649827784156,0.5545350172215844,1.0,0.06689655172413793,0.019310344827586208,0.004137931034482759,0.0,1.0,0.5828635851183765,0.5972803347280334,1319,0.9096551724137931,740,0.41713641488162345,
17,00018,,MILES AV & E 146TH ST,,41.444196,-81.57956,,,0,,0,POINT (-81.57956 41.444196),4454.519809053128,1048.1210156130057,6474.53580890729,1033.6589538211078,839.6835167847229,5006.5414038245735,5068.1683453808855,False,False,False,False,False,False,False,459,8,451,0,221,184,37,324,47,11,0,39,35,121500,3,0,459,112,,1.0,0.017429193899782137,0.9825708061002179,0.0,1.0,0.832579185520362,0.167420814479638,1.0,0.14506172839506173,0.033950617283950615,0.0,0.0,1.0,0.2440087145969499,,266,0.8209876543209876,347,0.7559912854030502,
18,00019,,1028 PROSPECT AV E,,41.499123,-81.684377,,,0,,0,POINT (-81.684377 41.499123),2129.2061250728143,194.86259001338243,12899.029962491933,129.89080248578045,408.34621254302465,3479.7460221625192,315.8689858387583,False,True,False,True,False,False,True,2204,1167,652,256,1372,15,1357,1424,391,89,119,39,35,107701,2,188,2204,1097,,1.0,0.529491833030853,0.2958257713248639,0.1161524500907441,1.0,0.010932944606413994,0.989067055393586,1.0,0.27457865168539325,0.0625,0.08356741573033707,0.13202247191011235,1.0,0.49773139745916517,,637,0.4473314606741573,1107,0.5022686025408348,
19,00020,,1027 SUPERIOR AV E,,41.502891,-81.687717,,,0,,0,POINT (-81.687717 41.502891),2482.4600477017943,336.6627215835289,13342.549541117154,368.25024073803434,907.9320430561615,3529.6672737529193,514.8824995300212,False,True,False,True,False,False,False,1584,1249,84,164,1238,16,1222,1324,546,233,285,39,35,107701,1,42,1584,1388,,1.0,0.788510101010101,0.05303030303030303,0.10353535353535354,1.0,0.012924071082390954,0.9870759289176091,1.0,0.4123867069486405,0.17598187311178248,0.21525679758308158,0.03172205438066465,1.0,0.8762626262626263,,218,0.1646525679758308,196,0.12373737373737374,
20,00021,,MILES AV & E 111TH ST,,41.445204,-81.6079,,,0,,0,POINT (-81.6079 41.445204),6631.375953268538,1546.7665215024242,6651.617587038059,1520.7277934721803,101.28770758504804,3330.963985285712,4035.169209857174,False,False,False,False,True,False,False,1266,36,1215,0,549,160,389,741,0,14,0,39,35,121300,2,0,1266,369,656.0,1.0,0.02843601895734597,0.9597156398104265,0.0,1.0,0.29143897996357016,0.7085610200364298,1.0,0.0,0.018893387314439947,0.0,0.0,1.0,0.2914691943127962,0.5181674565560821,727,0.9811066126855601,897,0.7085308056872038,
21,00022,,W 25TH ST & LORAIN AV,,41.484066,-81.703176,,,0,,0,POINT (-81.703176 41.484066),1168.9703538269962,1490.874330681492,11279.186971155552,97.61752224034299,195.1566756494785,3675.321576711073,1726.8736775613338,False,False,False,True,True,False,False,1332,907,116,13,667,418,249,1146,179,284,5,39,35,197700,3,14,1331,979,902.0,1.0,0.6809309309309309,0.08708708708708708,0.00975975975975976,1.0,0.6266866566716641,0.3733133433283358,1.0,0.156195462478185,0.24781849912739964,0.004363001745200698,0.012216404886561954,1.0,0.7355371900826446,0.6771771771771772,664,0.5794066317626527,352,0.2644628099173554,
22,00023,,HARVARD AV & E 71ST ST,,41.448598,-81.63854,,,0,,0,POINT (-81.63854 41.448598),5906.1865834957,561.6187172302409,7887.6879663750615,40.8275255202234,660.5954471369434,3034.935893037767,4788.560867159629,False,False,False,True,False,False,False,483,93,390,0,150,80,70,173,0,0,0,39,35,115800,1,0,483,82,182.0,1.0,0.19254658385093168,0.8074534161490683,0.0,1.0,0.5333333333333333,0.4666666666666667,1.0,0.0,0.0,0.0,0.0,1.0,0.16977225672877846,0.37681159420289856,173,1.0,401,0.8302277432712215,
23,00024,,10406 KINSMAN RD,,41.469926,-81.612171,,,0,,0,POINT (-81.612171 41.469926),3924.441513109047,344.48892370020775,9418.916080345973,2594.6393473406424,246.6324550821398,992.7272909081256,3836.483311342938,False,True,False,False,True,False,False,1116,7,1083,9,420,249,171,762,78,46,0,39,35,120500,1,0,1116,527,720.0,1.0,0.0062724014336917565,0.9704301075268817,0.008064516129032258,1.0,0.5928571428571429,0.40714285714285714,1.0,0.10236220472440945,0.06036745406824147,0.0,0.0,1.0,0.4722222222222222,0.6451612903225806,638,0.8372703412073491,589,0.5277777777777778,
24,00025,,10335 DETROIT AV,,41.481026,-81.758801,,,0,,0,POINT (-81.758801 41.481026),6111.978859902857,1683.4981666827591,10207.296671345697,647.1267219999302,991.8395011773853,6077.652018307358,1083.2308406418515,False,False,False,False,False,False,False,807,360,294,88,453,49,404,648,144,60,0,39,35,101300,1,0,679,328,517.0,1.0,0.44609665427509293,0.3643122676579926,0.1090458488228005,1.0,0.10816777041942605,0.891832229580574,1.0,0.2222222222222222,0.09259259259259259,0.0,0.0,1.0,0.48306332842415317,0.6406443618339529,444,0.6851851851851852,351,0.5169366715758469,
25,00026,,10335 DETROIT AV,,41.48118,-81.758991,,,0,,0,POINT (-81.758991 41.48118),6129.199232629328,1697.0554474261387,10220.505970249817,625.9452336864002,1010.0418786446799,6101.335777501448,1059.169237286912,False,False,False,False,False,False,False,807,360,294,88,453,49,404,648,144,60,0,39,35,101300,1,0,679,328,517.0,1.0,0.44609665427509293,0.3643122676579926,0.1090458488228005,1.0,0.10816777041942605,0.891832229580574,1.0,0.2222222222222222,0.09259259259259259,0.0,0.0,1.0,0.48306332842415317,0.6406443618339529,444,0.6851851851851852,351,0.5169366715758469,
26,00027,,SEVILLE RD & JOHNSTON PKWY,,41.435014,-81.572634,,,0,,0,POINT (-81.572634 41.435014),4662.18749051436,1751.350223667668,5630.593754943808,1994.6593125711058,790.8878918885704,4500.195563878644,4832.341731019523,False,False,False,False,False,False,False,935,27,807,0,402,227,175,627,37,4,0,39,35,122200,1,0,920,472,495.0,1.0,0.028877005347593583,0.8631016042780749,0.0,1.0,0.5646766169154229,0.43532338308457713,1.0,0.05901116427432217,0.006379585326953748,0.0,0.0,1.0,0.5130434782608696,0.5294117647058824,586,0.9346092503987241,448,0.48695652173913045,
27,00028,,QUINCY AV & WOOODHILL RD,,41.49346,-81.612313,,,0,,0,POINT (-81.612313 41.49346),1397.7075769128905,1432.81314188252,11996.599904380539,1209.3285325819475,470.6794070508857,2487.7698968546642,1734.0453167297194,False,False,False,False,False,False,False,747,0,717,0,274,109,165,468,22,11,0,39,35,198500,2,0,747,335,324.0,1.0,0.0,0.9598393574297188,0.0,1.0,0.3978102189781022,0.6021897810218978,1.0,0.04700854700854701,0.023504273504273504,0.0,0.0,1.0,0.4484605087014726,0.43373493975903615,435,0.9294871794871795,412,0.5515394912985274,
28,00029,,SEVILLE RD & JOHNSTON PKWY,,41.434929,-81.572532,,,0,,0,POINT (-81.572532 41.434929),4663.257379747896,1754.5736645808788,5624.426667430776,2007.553819856824,795.6599018231761,4496.506473340669,4834.252373227228,False,False,False,False,False,False,False,935,27,807,0,402,227,175,627,37,4,0,39,35,122200,1,0,920,472,495.0,1.0,0.028877005347593583,0.8631016042780749,0.0,1.0,0.5646766169154229,0.43532338308457713,1.0,0.05901116427432217,0.006379585326953748,0.0,0.0,1.0,0.5130434782608696,0.5294117647058824,586,0.9346092503987241,448,0.48695652173913045,
29,00030,,QUINCY AV & E 85TH ST,,41.493463,-81.627669,,,0,,0,POINT (-81.627669 41.493463),2343.821161083347,1381.4121998166142,12285.479056200047,2020.813983490482,200.16972006041124,2350.9115963087133,2549.03987474216,False,False,False,False,True,False,False,1019,44,898,0,473,302,171,848,11,5,0,39,35,198500,1,8,940,369,500.0,1.0,0.04317958783120707,0.8812561334641805,0.0,1.0,0.638477801268499,0.36152219873150104,1.0,0.012971698113207548,0.00589622641509434,0.0,0.009433962264150943,1.0,0.3925531914893617,0.49067713444553485,824,0.9716981132075472,571,0.6074468085106383,
30,00031,,10603 DETROIT AV,,41.481524,-81.760756,,,0,,0,POINT (-81.760756 41.481524),6288.432364113004,1692.0122124409947,10226.553613373686,462.7627197755376,1171.5478591245276,6255.243351568885,914.5959983543725,False,False,False,False,False,False,False,807,360,294,88,453,49,404,648,144,60,0,39,35,101300,1,0,679,328,517.0,1.0,0.44609665427509293,0.3643122676579926,0.1090458488228005,1.0,0.10816777041942605,0.891832229580574,1.0,0.2222222222222222,0.09259259259259259,0.0,0.0,1.0,0.48306332842415317,0.6406443618339529,444,0.6851851851851852,351,0.5169366715758469,
31,00032,,10603 DETROIT AV,,41.481593,-81.76059,,,0,,0,POINT (-81.76059 41.481593),6273.616355768696,1706.8036187418718,10236.92713616969,475.07167628418995,1157.464657265564,6246.869549034007,920.2727843689894,False,False,False,False,False,False,False,807,360,294,88,453,49,404,648,144,60,0,39,35,101300,1,0,679,328,517.0,1.0,0.44609665427509293,0.3643122676579926,0.1090458488228005,1.0,0.10816777041942605,0.891832229580574,1.0,0.2222222222222222,0.09259259259259259,0.0,0.0,1.0,0.48306332842415317,0.6406443618339529,444,0.6851851851851852,351,0.5169366715758469,
32,00033,,11395 BROOKPARK RD,,41.418376,-81.765662,,,0,,0,POINT (-81.765662 41.418376),7203.709653145025,292.3397394456639,3376.247627615792,978.8103405645497,1229.0025206600237,603.2207061402959,809.410381828287,False,True,False,False,False,False,False,878,444,39,122,313,165,148,527,130,9,0,39,35,177101,1,0,878,720,718.0,1.0,0.5056947608200456,0.04441913439635535,0.13895216400911162,1.0,0.5271565495207667,0.4728434504792332,1.0,0.24667931688804554,0.017077798861480076,0.0,0.0,1.0,0.8200455580865603,0.8177676537585421,405,0.7685009487666035,158,0.17995444191343962,
33,00034,,BROADVIEW RD & NORTH AV,,41.41711,-81.694469,,,0,,0,POINT (-81.694469 41.41711),7072.417358798368,404.4555766760841,4208.129094233434,240.82320481420174,673.7826123024189,3779.093564424682,3783.667197716013,False,False,False,True,False,False,False,665,487,35,71,367,319,48,565,198,7,0,39,35,177303,1,0,665,593,,1.0,0.7323308270676692,0.05263157894736842,0.10676691729323308,1.0,0.8692098092643051,0.1307901907356948,1.0,0.3504424778761062,0.012389380530973451,0.0,0.0,1.0,0.8917293233082707,,367,0.6495575221238938,72,0.10827067669172932,
34,00035,,BROOKPARK RD & W 33RD LOOP,,41.419036,-81.706818,,,0,,0,POINT (-81.706818 41.419036),6999.667909214229,848.0763558150148,4555.432440329048,653.2053016429226,495.23175646092164,2653.4297449376136,2654.6779845353776,False,False,False,False,False,False,False,416,350,53,0,299,266,33,408,54,0,0,39,35,105900,2,0,416,245,377.0,1.0,0.8413461538461539,0.12740384615384615,0.0,1.0,0.8896321070234113,0.11036789297658862,1.0,0.1323529411764706,0.0,0.0,0.0,1.0,0.5889423076923077,0.90625,354,0.8676470588235294,171,0.4110576923076923,
35,00036,,BROOKPARK RD & TIEDEMAN RD,,41.418531,-81.758152,,,0,,0,POINT (-81.758152 41.418531),7748.818093014624,221.47308693652482,3335.321022321241,716.2857679421285,1118.0223694339697,86.46602663834389,620.5044428211438,False,True,False,False,False,True,False,1988,1096,407,31,936,235,701,1243,254,58,0,39,35,137101,2,0,1988,1168,1342.0,1.0,0.5513078470824949,0.20472837022132798,0.015593561368209255,1.0,0.25106837606837606,0.7489316239316239,1.0,0.20434432823813356,0.04666130329847144,0.0,0.0,1.0,0.5875251509054326,0.6750503018108652,931,0.7489943684633951,820,0.4124748490945674,
36,00038,,RICHMOND RD & ROBERT BISHOP DR,,41.444263,-81.49768,,,0,,0,POINT (-81.49768 41.444263),1409.7384475954225,1326.808724478028,3069.0782531456207,2278.8698892274615,1518.0105000213348,7036.121295862361,2575.297196077342,False,False,False,False,False,False,False,741,115,581,0,236,78,158,525,66,12,0,39,35,198300,4,0,498,235,246.0,1.0,0.15519568151147098,0.7840755735492577,0.0,1.0,0.3305084745762712,0.6694915254237288,1.0,0.12571428571428572,0.022857142857142857,0.0,0.0,1.0,0.4718875502008032,0.3319838056680162,447,0.8514285714285714,263,0.5281124497991968,
37,00039,,ST. CLAIR AV & E 106TH ST,,41.539638,-81.613489,,,0,,0,POINT (-81.613489 41.539638),3926.368311143981,1936.7057969196137,10468.10483320482,1950.5050455767407,225.09276902510598,262.5072195814264,3130.1154528947545,False,False,False,False,True,True,False,437,2,434,0,328,48,280,355,9,1,0,39,35,116500,1,0,437,40,87.0,1.0,0.004576659038901602,0.9931350114416476,0.0,1.0,0.14634146341463414,0.8536585365853658,1.0,0.02535211267605634,0.0028169014084507044,0.0,0.0,1.0,0.09153318077803203,0.19908466819221968,345,0.971830985915493,397,0.9084668192219679,
38,00040,,QUINCY AV & E 85TH ST,,41.493374,-81.627862,,,0,,0,POINT (-81.627862 41.493374),2363.775671537255,1385.0981273541986,12280.512913220164,2001.8869996994595,181.30215062530115,2344.6104255501727,2568.704366418925,False,False,False,False,True,False,False,1184,5,1179,0,658,61,597,658,21,5,0,39,35,198400,3,0,1184,157,552.0,1.0,0.004222972972972973,0.995777027027027,0.0,1.0,0.09270516717325228,0.9072948328267477,1.0,0.031914893617021274,0.007598784194528876,0.0,0.0,1.0,0.13260135135135134,0.46621621621621623,632,0.9604863221884499,1027,0.8673986486486487,
39,00041,,10708 KINSMAN RD,,41.469199,-81.608649,,,0,,0,POINT (-81.608649 41.469199),3971.027033586243,65.79127351686165,9282.733906943447,2462.104476043032,151.9552035364321,1319.200903169465,3788.838811674197,False,True,False,False,True,False,False,1116,7,1083,9,420,249,171,762,78,46,0,39,35,120500,1,0,1116,527,720.0,1.0,0.0062724014336917565,0.9704301075268817,0.008064516129032258,1.0,0.5928571428571429,0.40714285714285714,1.0,0.10236220472440945,0.06036745406824147,0.0,0.0,1.0,0.4722222222222222,0.6451612903225806,638,0.8372703412073491,589,0.5277777777777778,
40,00042,,GREAT NORTHERN BLVD & BROOKPARK RD,,41.419038,-81.90187,,,0,,0,POINT (-81.90187 41.419038),8126.920484079822,214.69123977448842,4328.275507659207,159.7981583862811,1567.0241906251845,2106.642081756042,617.1073517404496,False,True,False,True,False,False,False,1096,864,65,99,454,255,199,822,102,18,10,39,35,174206,2,0,1096,742,713.0,1.0,0.7883211678832117,0.05930656934306569,0.09032846715328467,1.0,0.5616740088105727,0.43832599118942733,1.0,0.12408759124087591,0.021897810218978103,0.012165450121654502,0.0,1.0,0.677007299270073,0.6505474452554745,692,0.8418491484184915,354,0.32299270072992703,
41,00043,,MILES AV & E ELMARGE RD,,41.445093,-81.609952,,,0,,0,POINT (-81.609952 41.445093),6651.644526953593,1731.6715497971213,6682.271237028629,1705.2751747077914,88.31819370413827,3273.309291469964,3993.167691211203,False,False,False,False,True,False,False,1266,36,1215,0,549,160,389,741,0,14,0,39,35,121300,2,0,1266,369,656.0,1.0,0.02843601895734597,0.9597156398104265,0.0,1.0,0.29143897996357016,0.7085610200364298,1.0,0.0,0.018893387314439947,0.0,0.0,1.0,0.2914691943127962,0.5181674565560821,727,0.9811066126855601,897,0.7085308056872038,
42,00044,,GREAT NORTHERN BLVD & COUNTRY CLUB BLVD,,41.416344,-81.902005,,,0,,0,POINT (-81.902005 41.416344),7970.275972312153,495.9612443553896,4314.359281223212,448.6376488443631,1541.787301274098,2060.46212414883,732.7788967908284,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,39,35,174205,3,0,0,0,-666666666.0,,,,,,,,,,,,,,,-inf,0,,0,,
43,00045,,GREAT NORTHERN BLVD & COUNTRY CLUB BLVD,,41.415878,-81.901663,,,0,,0,POINT (-81.901663 41.415878),7916.3453882940175,487.7454597381481,4346.901831633897,495.00547227020536,1576.041231395912,2089.665459521382,736.3120714802782,False,False,False,False,False,False,False,500,409,0,11,244,48,196,322,26,0,0,39,35,174205,4,0,500,325,347.0,1.0,0.818,0.0,0.022,1.0,0.19672131147540983,0.8032786885245902,1.0,0.08074534161490683,0.0,0.0,0.0,1.0,0.65,0.694,296,0.9192546583850931,175,0.35,
