,,update_count,driving_time,routes,avg_delay
490,103,4,0.48888888888888893,"['19', '19', '48', '48']",5.395652173913043
103,361,4,0.5222222222222224,"['19', '19', '48', '48']",5.456521739130435
361,105,4,0.4166666666666667,"['19', '19', '48', '48']",5.430434782608696
105,571,4,0.2833333333333333,"['19', '19', '48', '48']",5.469565217391304
571,84,4,0.9333333333333333,"['19', '19', '48', '48']",5.156521739130435
84,40,2,1.0833333333333333,"['19', '19']",0.9359999999999999
40,376,2,0.25,"['19', '19']",0.9
376,375,2,0.55,"['19', '19']",0.8639999999999999
375,35,2,0.55,"['19', '19']",0.852
35,36,6,0.9200000000000002,"['19', '19', '22', '22', '55', '55']",2.5888888888888886
36,35,7,0.8833333333333334,"['19', '19', '22', '22', '55', '55', '55']",0.0
