,,update_count,driving_time,routes,source_stop_id,destination_stop_id,avg_delay
11389,11400,1,2.0,"('230-13172',)",11389,11400,1.6727272727272726
11400,11390,1,1.0,"('230-13172',)",11400,11390,1.8090909090909089
11390,15487,1,2.0,"('230-13172',)",11390,15487,3.5545454545454547
15487,11395,1,1.0,"('230-13172',)",15487,11395,3.2454545454545456
11395,11415,1,2.0,"('230-13172',)",11395,11415,7.4692307692307685
11415,11393,1,1.0,"('230-13172',)",11415,11393,4.477777777777778
11393,11409,1,1.0,"('230-13172',)",11393,11409,4.266666666666667
11409,11405,1,2.0,"('230-13172',)",11409,11405,4.277777777777778
11405,11407,1,1.0,"('230-13172',)",11405,11407,4.777777777777778
11407,11410,1,1.0,"('230-13172',)",11407,11410,4.544444444444444
11410,11411,1,2.0,"('230-13172',)",11410,11411,3.727272727272727
11411,11386,1,1.0,"('230-13172',)",11411,11386,4.408333333333333
11386,4551,1,1.0,"('230-13172',)",11386,4551,10.34736842105263
4551,11402,1,1.0,"('230-13172',)",4551,11402,4.625
11402,11418,1,2.0,"('230-13172',)",11402,11418,4.2
11418,11408,1,1.0,"('230-13172',)",11418,11408,4.091666666666666
11408,20077,1,1.0,"('230-13172',)",11408,20077,3.966666666666667
20077,20075,1,2.0,"('230-13172',)",20077,20075,3.5583333333333336
20075,11384,1,0.0,"('230-13172',)",20075,11384,4.033333333333333
11384,11397,1,2.0,"('230-13172',)",11384,11397,3.775
11397,11399,1,1.0,"('230-13172',)",11397,11399,4.625
11399,11394,1,1.0,"('230-13172',)",11399,11394,4.416666666666667
11394,11412,1,2.0,"('230-13172',)",11394,11412,4.325
11412,11403,1,1.0,"('230-13172',)",11412,11403,4.341666666666667
11403,11414,1,1.0,"('230-13172',)",11403,11414,9.0875
11414,11391,1,1.0,"('230-13172',)",11414,11391,4.841666666666667
11391,364,1,2.0,"('230-13172',)",11391,364,5.0181818181818185
364,11387,1,2.0,"('230-13172',)",364,11387,4.475
11387,11392,1,1.0,"('230-13172',)",11387,11392,4.3999999999999995
11392,11383,1,1.0,"('230-13172',)",11392,11383,4.238461538461538
11383,2916,1,2.0,"('230-13172',)",11383,2916,4.176923076923077
2916,20033,1,1.0,"('230-13172',)",2916,20033,4.207692307692308
20033,20034,1,0.0,"('230-13172',)",20033,20034,4.346153846153846
20034,5815,1,1.0,"('230-13172',)",20034,5815,4.592307692307693
5815,5814,1,0.0,"('230-13172',)",5815,5814,4.908333333333334
5814,20035,1,1.0,"('230-13172',)",5814,20035,4.875
20035,6620,1,1.0,"('230-13172',)",20035,6620,5.358333333333333
6620,6619,1,1.0,"('230-13172',)",6620,6619,5.133333333333334
6619,6615,1,1.0,"('230-13172',)",6619,6615,5.191666666666666
6615,30015,1,2.0,"('230-13172',)",6615,30015,7.0
30015,14983,4,1.6666666666666665,"('234-13172', '761-13172', '294-13172', '224-13172')",30015,14983,5.6000000000000005
14983,14984,3,2.0,"('234-13172', '294-13172', '224-13172')",14983,14984,4.857142857142857
14984,14987,3,1.0,"('234-13172', '294-13172', '224-13172')",14984,14987,4.35
14987,14981,4,1.0,"('234-13172', '761-13172', '294-13172', '224-13172')",14987,14981,4.3
14981,20108,1,1.0,"('234-13172',)",14981,20108,7.0
20108,20110,1,0.0,"('234-13172',)",20108,20110,7.111111111111111
20110,20109,1,1.0,"('234-13172',)",20110,20109,7.222222222222222
20109,9045,1,1.0,"('234-13172',)",20109,9045,6.58
9045,4739,1,2.0,"('234-13172',)",9045,4739,6.266666666666667
4739,4742,1,1.0,"('234-13172',)",4739,4742,5.720000000000001
4742,20113,1,1.0,"('234-13172',)",4742,20113,5.2700000000000005
20113,20115,1,0.0,"('234-13172',)",20113,20115,6.029999999999999
20115,20116,1,2.0,"('234-13172',)",20115,20116,6.69
20116,20117,1,1.0,"('234-13172',)",20116,20117,6.8
20117,14524,1,1.0,"('234-13172',)",20117,14524,6.57
14524,20118,1,1.0,"('234-13172',)",14524,20118,7.2700000000000005
20118,20120,1,1.0,"('234-13172',)",20118,20120,7.17
20120,20121,1,1.0,"('234-13172',)",20120,20121,7.2700000000000005
20121,14535,1,1.0,"('234-13172',)",20121,14535,6.790000000000001
14535,14545,1,1.0,"('234-13172',)",14535,14545,6.57
14545,14532,1,1.0,"('234-13172',)",14545,14532,11.99375
14532,20213,1,1.0,"('234-13172',)",14532,20213,7.37
20213,14534,1,2.0,"('234-13172',)",20213,14534,7.57
14534,20114,1,1.0,"('234-13172',)",14534,20114,7.6
20114,23408,1,1.0,"('234-13172',)",20114,23408,6.441666666666666
23408,20215,1,1.0,"('234-13172',)",23408,20215,7.118181818181818
20215,20122,1,2.0,"('234-13172',)",20215,20122,7.118181818181818
20122,20123,1,1.0,"('234-13172',)",20122,20123,6.763636363636365
20123,14541,1,1.0,"('234-13172',)",20123,14541,6.8
